Instance Type,vCPUs,Memory (GiB),Features,Family,CSP,Platform,Category,Min. CPU Architecture,Max. CPU Architecture,Min. Year,Max. Year,Link,,,,,
Standard_E8as_v5,8,64,#premiumdisk #acceleratednet,Easv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E8bds_v5,8,64,#premiumdisk #acceleratednet,Ebdsv5 series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ebdsv5-ebsv5-series,,,,,
Standard_E8bs_v5,8,64,#premiumdisk #acceleratednet,Ebsv5 series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ebdsv5-ebsv5-series,,,,,
Standard_E8d_v4,8,64,#acceleratednet,Edv4-series,Azure,Intel,Memory Optimized,Ice Lake,Cascade Lake,2020,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,,,,,
Standard_E8d_v5,8,64,#acceleratednet,Edv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/edv5-edsv5-series,,,,,
Standard_E8ds_v4,8,64,#premiumdisk #acceleratednet,Edsv4-series,Azure,Intel,Memory Optimized,Ice Lake,Cascade Lake,2020,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/edv4-edsv4-series,,,,,
Standard_E8ds_v5,8,64,#premiumdisk #acceleratednet,Edsv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/edv5-edsv5-series,,,,,
Standard_E8pds_v5,8,64,#premiumdisk #acceleratednet,Epdsv5-series,Azure,Arm,Memory Optimized,Ampere Altra,Ampere Altra,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/epsv5-epdsv5-series,,,,,
Standard_E8ps_v5,8,64,#premiumdisk #acceleratednet,Epsv5-series,Azure,Arm,Memory Optimized,Ampere Altra,Ampere Altra,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/epsv5-epdsv5-series,,,,,
Standard_E8s_v3,8,64,#premiumdisk #acceleratednet,Esv3-series,Azure,Intel,Memory Optimized,Broadwell,Ice Lake,2014,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev3-esv3-series,,,,,
Standard_E8s_v4,8,64,#premiumdisk #acceleratednet,Esv4-series,Azure,Intel,Memory Optimized,Ice Lake,Cascade Lake,2020,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/ev4-esv4-series,,,,,
Standard_E8s_v5,8,64,#premiumdisk #acceleratednet,Esv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96_v5,96,672,#acceleratednet,Ev5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96-24ads_v5,24,672,#premiumdisk #acceleratednet,Eadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96-24as_v4,24,672,#premiumdisk #acceleratednet,Easv4-series,Azure,AMD,Memory Optimized,AMD EPYC 2nd gen,AMD EPYC 3rd gen,2019,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,,,,,
Standard_E96-24as_v5,24,672,#premiumdisk #acceleratednet,Easv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96-24ds_v5,24,672,#premiumdisk #acceleratednet,Ev5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96-24s_v5,24,672,#premiumdisk #acceleratednet,Ev5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96-48ads_v5,48,672,#premiumdisk #acceleratednet,Eadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96-48as_v4,48,672,#premiumdisk #acceleratednet,Easv4-series,Azure,AMD,Memory Optimized,AMD EPYC 2nd gen,AMD EPYC 3rd gen,2019,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,,,,,
Standard_E96-48as_v5,48,672,#premiumdisk #acceleratednet,Easv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96-48ds_v5,48,672,#premiumdisk #acceleratednet,Ev5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96-48s_v5,48,672,#premiumdisk #acceleratednet,Ev5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_E96a_v4,96,672,#acceleratednet,Eav4-series,Azure,AMD,Memory Optimized,AMD EPYC 2nd gen,AMD EPYC 3rd gen,2019,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,,,,,
Standard_E96ads_v5,96,672,#premiumdisk #acceleratednet,Eadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96as_v4,96,672,#premiumdisk #acceleratednet,Easv4-series,Azure,AMD,Memory Optimized,AMD EPYC 2nd gen,AMD EPYC 3rd gen,2019,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/eav4-easv4-series,,,,,
Standard_E96as_v5,96,672,#premiumdisk #acceleratednet,Easv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/easv5-eadsv5-series,,,,,
Standard_E96bds_v5,96,672,#premiumdisk #acceleratednet,Ebdsv5 series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ebdsv5-ebsv5-series,,,,,
Standard_E96bs_v5,96,672,#premiumdisk #acceleratednet,Ebsv5 series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ebdsv5-ebsv5-series,,,,,
Standard_E96d_v5,96,672,#acceleratednet,Edv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/edv5-edsv5-series,,,,,
Standard_E96ds_v5,96,672,#premiumdisk #acceleratednet,Edsv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/edv5-edsv5-series,,,,,
Standard_E96s_v5,96,672,#premiumdisk #acceleratednet,Esv5-series,Azure,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/ev5-esv5-series,,,,,
Standard_EC16ads_cc_v5,16,128,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC16ads_v5,16,128,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC16as_cc_v5,16,128,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC16as_v5,16,128,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC20ads_cc_v5,20,160,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC20ads_v5,20,160,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC20as_cc_v5,20,160,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC20as_v5,20,160,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC2ads_v5,2,16,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC2as_v5,2,16,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC32ads_cc_v5,32,192,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC32ads_v5,32,192,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC32as_cc_v5,32,192,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC32as_v5,32,192,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC48ads_cc_v5,48,384,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC48ads_v5,48,384,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC48as_cc_v5,48,384,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC48as_v5,48,384,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC4ads_cc_v5,4,32,#premiumdisk #acceleratednet,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC4ads_v5,4,32,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC4as_cc_v5,4,32,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC4as_v5,4,32,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC64ads_cc_v5,64,512,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC64ads_v5,64,512,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC64as_cc_v5,64,512,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC64as_v5,64,512,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC8ads_cc_v5,8,64,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC8ads_v5,8,64,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC8as_cc_v5,8,64,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC8as_v5,8,64,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC96ads_cc_v5,96,672,#premiumdisk,ECads_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC96ads_v5,96,672,#premiumdisk,ECadsv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_EC96as_cc_v5,96,672,#premiumdisk #acceleratednet,ECas_cc_v5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasccv5-ecadsccv5-series,,,,,
Standard_EC96as_v5,96,672,#premiumdisk,ECasv5-series,Azure,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/ecasv5-ecadsv5-series,,,,,
Standard_F1,1,2,#acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F16,16,32,#acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F16s,16,32,#premiumdisk #acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F16s_v2,16,32,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F1s,1,2,#premiumdisk #acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F2,2,4,#acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F2s,2,4,#premiumdisk #acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F2s_v2,2,4,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F32s_v2,32,64,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F4,4,8,#acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F48s_v2,48,96,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F4s,4,8,#premiumdisk #acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F4s_v2,4,8,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F64s_v2,64,128,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F72s_v2,72,144,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_F8,8,16,#acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F8s,8,16,#premiumdisk #acceleratednet,F-series,Azure,Intel,Compute Optimized,Haswell,Haswell,2013,2013,https://azure.microsoft.com/en-us/blog/f-series-vm-size/,,,,,
Standard_F8s_v2,8,16,#premiumdisk #acceleratednet,Fsv2-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fsv2-series,,,,,
Standard_FX12mds,12,252,#premiumdisk #acceleratednet,FX-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fx-series,,,,,
Standard_FX24mds,24,504,#premiumdisk #acceleratednet,FX-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fx-series,,,,,
Standard_FX36mds,36,756,#premiumdisk #acceleratednet,FX-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fx-series,,,,,
Standard_FX48mds,48,1008,#premiumdisk #acceleratednet,FX-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fx-series,,,,,
Standard_FX4mds,4,84,#premiumdisk #acceleratednet,FX-series,Azure,Intel,Compute Optimized,Ice Lake,Skylake,2020,2015,https://learn.microsoft.com/en-us/azure/virtual-machines/fx-series,,,,,
Standard_G1,2,28,#ssd,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_G2,4,56,#ssd,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_G3,8,112,#ssd,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_G4,16,224,#ssd,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_G5,32,448,#ssd,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_GS4-4,4,56,,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_GS4-8,8,112,,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_GS5-16,16,224,,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_GS5-8,8,112,,G-Series,Azure,Intel,General Purpose,Broadwell,Broadwell,2014,2014,https://azure.microsoft.com/en-us/updates/general-availability-g-series-for-virtual-machines/,,,,,
Standard_HB120-16rs_v2,16,456,#premiumdisk #acceleratednet,HBv2-series,Azure,AMD,HPC Optimized,AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv2-series,,,,,
Standard_HB120-16rs_v3,16,448,#premiumdisk #acceleratednet,HBv3-series,Azure,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv3-series,,,,,
Standard_HB120-32rs_v2,32,456,#premiumdisk #acceleratednet,HBv2-series,Azure,AMD,HPC Optimized,AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv2-series,,,,,
Standard_HB120-32rs_v3,32,448,#premiumdisk #acceleratednet,HBv3-series,Azure,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv3-series,,,,,
Standard_HB120-64rs_v2,64,456,#premiumdisk #acceleratednet,HBv2-series,Azure,AMD,HPC Optimized,AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv2-series,,,,,
Standard_HB120-64rs_v3,64,448,#premiumdisk #acceleratednet,HBv3-series,Azure,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv3-series,,,,,
Standard_HB120-96rs_v2,96,456,#premiumdisk #acceleratednet,HBv2-series,Azure,AMD,HPC Optimized,AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv2-series,,,,,
Standard_HB120-96rs_v3,96,448,#premiumdisk #acceleratednet,HBv3-series,Azure,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv3-series,,,,,
Standard_HB120rs_v2,120,456,#premiumdisk #acceleratednet,HBv2-series,Azure,AMD,HPC Optimized,AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv2-series,,,,,
Standard_HB120rs_v3,120,448,#premiumdisk #acceleratednet,HBv3-series,Azure,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv3-series,,,,,
Standard_HB176-144rs_v4,144,768,#premiumdisk #acceleratednet,HBv4-series,Azure,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv4-series,,,,,
Standard_HB176-24rs_v4,24,768,#premiumdisk #acceleratednet,HBv4-series,Azure,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv4-series,,,,,
Standard_HB176-48rs_v4,48,768,#premiumdisk #acceleratednet,HBv4-series,Azure,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv4-series,,,,,
Standard_HB176-96rs_v4,96,768,#premiumdisk #acceleratednet,HBv4-series,Azure,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv4-series,,,,,
Standard_HB176rs_v4,176,768,#premiumdisk #acceleratednet,HBv4-series,Azure,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://learn.microsoft.com/en-us/azure/virtual-machines/hbv4-series,,,,,
Standard_HB60-15rs,15,228,#premiumdisk #acceleratednet,HB-series,Azure,AMD,HPC Optimized,AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://learn.microsoft.com/en-us/azure/virtual-machines/hb-series,,,,,
Standard_HB60-30rs,30,228,#premiumdisk #acceleratednet,HB-series,Azure,AMD,HPC Optimized,AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://learn.microsoft.com/en-us/azure/virtual-machines/hb-series,,,,,
